episode,reward,steps,epsilon,alpha,is_slippery,seed,backend
149,0.0,16,0.47622912292284103,0.1,True,2,native
150,0.0,6,0.4738479773082268,0.1,True,2,native
151,0.0,4,0.47147873742168567,0.1,True,2,native
152,0.0,7,0.46912134373457726,0.1,True,2,native
153,0.0,15,0.46677573701590436,0.1,True,2,native
154,0.0,5,0.46444185833082485,0.1,True,2,native
155,0.0,7,0.46211964903917074,0.1,True,2,native
156,0.0,4,0.4598090507939749,0.1,True,2,native
157,0.0,6,0.457510005540005,0.1,True,2,native
158,0.0,12,0.45522245551230495,0.1,True,2,native
159,0.0,4,0.4529463432347434,0.1,True,2,native
160,0.0,10,0.4506816115185697,0.1,True,2,native
161,0.0,16,0.4484282034609769,0.1,True,2,native
162,0.0,23,0.446186062443672,0.1,True,2,native
163,0.0,8,0.4439551321314536,0.1,True,2,native
164,0.0,14,0.4417353564707963,0.1,True,2,native
165,0.0,3,0.43952667968844233,0.1,True,2,native
166,0.0,10,0.43732904629000013,0.1,True,2,native
167,0.0,7,0.4351424010585501,0.1,True,2,native
168,0.0,5,0.43296668905325736,0.1,True,2,native
169,0.0,6,0.43080185560799106,0.1,True,2,native
170,0.0,13,0.4286478463299511,0.1,True,2,native
171,0.0,5,0.42650460709830135,0.1,True,2,native
172,0.0,16,0.42437208406280985,0.1,True,2,native
173,0.0,16,0.4222502236424958,0.1,True,2,native
174,0.0,11,0.42013897252428334,0.1,True,2,native
175,0.0,42,0.4180382776616619,0.1,True,2,native
176,0.0,18,0.4159480862733536,0.1,True,2,native
177,0.0,5,0.41386834584198684,0.1,True,2,native
178,0.0,13,0.4117990041127769,0.1,True,2,native
179,0.0,3,0.40974000909221303,0.1,True,2,native
180,0.0,4,0.40769130904675194,0.1,True,2,native
181,0.0,9,0.40565285250151817,0.1,True,2,native
182,0.0,2,0.4036245882390106,0.1,True,2,native
183,0.0,4,0.4016064652978155,0.1,True,2,native
184,0.0,5,0.3995984329713264,0.1,True,2,native
185,0.0,2,0.3976004408064698,0.1,True,2,native
186,0.0,8,0.39561243860243744,0.1,True,2,native
187,0.0,24,0.3936343764094253,0.1,True,2,native
188,0.0,7,0.39166620452737816,0.1,True,2,native
189,0.0,11,0.3897078735047413,0.1,True,2,native
190,0.0,22,0.3877593341372176,0.1,True,2,native
191,0.0,18,0.3858205374665315,0.1,True,2,native
192,0.0,9,0.38389143477919885,0.1,True,2,native
193,0.0,20,0.3819719776053028,0.1,True,2,native
194,0.0,4,0.3800621177172763,0.1,True,2,native
195,0.0,5,0.37816180712868996,0.1,True,2,native
196,0.0,13,0.37627099809304654,0.1,True,2,native
197,0.0,18,0.3743896431025813,0.1,True,2,native
198,0.0,15,0.37251769488706843,0.1,True,2,native
199,0.0,13,0.3706551064126331,0.1,True,2,native
200,0.0,12,0.36880183088056995,0.1,True,2,native
201,0.0,4,0.3669578217261671,0.1,True,2,native
202,0.0,6,0.36512303261753626,0.1,True,2,native
203,0.0,6,0.3632974174544486,0.1,True,2,native
204,0.0,18,0.3614809303671764,0.1,True,2,native
205,0.0,40,0.3596735257153405,0.1,True,2,native
206,0.0,6,0.3578751580867638,0.1,True,2,native
207,0.0,4,0.35608578229633,0.1,True,2,native
208,0.0,4,0.3543053533848483,0.1,True,2,native
209,0.0,6,0.35253382661792404,0.1,True,2,native
210,0.0,13,0.3507711574848344,0.1,True,2,native
211,0.0,6,0.34901730169741024,0.1,True,2,native
212,0.0,13,0.3472722151889232,0.1,True,2,native
213,0.0,5,0.3455358541129786,0.1,True,2,native
214,0.0,18,0.3438081748424137,0.1,True,2,native
215,0.0,4,0.3420891339682016,0.1,True,2,native
216,0.0,10,0.3403786882983606,0.1,True,2,native
217,0.0,21,0.3386767948568688,0.1,True,2,native
218,0.0,2,0.33698341088258443,0.1,True,2,native
219,0.0,3,0.3352984938281715,0.1,True,2,native
220,0.0,8,0.33362200135903064,0.1,True,2,native
221,0.0,11,0.33195389135223546,0.1,True,2,native
222,0.0,7,0.3302941218954743,0.1,True,2,native
223,0.0,21,0.32864265128599696,0.1,True,2,native
224,0.0,8,0.326999438029567,0.1,True,2,native
225,0.0,8,0.3253644408394192,0.1,True,2,native
226,0.0,18,0.3237376186352221,0.1,True,2,native
227,0.0,20,0.322118930542046,0.1,True,2,native
228,0.0,11,0.32050833588933575,0.1,True,2,native
229,0.0,11,0.31890579420988907,0.1,True,2,native
230,0.0,13,0.3173112652388396,0.1,True,2,native
231,0.0,6,0.3157247089126454,0.1,True,2,native
232,0.0,17,0.3141460853680822,0.1,True,2,native
233,0.0,19,0.3125753549412418,0.1,True,2,native
234,0.0,4,0.31101247816653554,0.1,True,2,native
235,0.0,10,0.30945741577570285,0.1,True,2,native
236,0.0,17,0.3079101286968243,0.1,True,2,native
237,0.0,9,0.3063705780533402,0.1,True,2,native
238,0.0,4,0.30483872516307353,0.1,True,2,native
239,0.0,6,0.3033145315372582,0.1,True,2,native
240,0.0,3,0.3017979588795719,0.1,True,2,native
241,0.0,34,0.30028896908517405,0.1,True,2,native
242,0.0,5,0.2987875242397482,0.1,True,2,native
243,0.0,2,0.29729358661854943,0.1,True,2,native
244,0.0,8,0.29580711868545667,0.1,True,2,native
245,0.0,3,0.2943280830920294,0.1,True,2,native
246,0.0,13,0.29285644267656924,0.1,True,2,native
247,0.0,7,0.2913921604631864,0.1,True,2,native
248,0.0,24,0.28993519966087045,0.1,True,2,native
249,0.0,14,0.2884855236625661,0.1,True,2,native
250,0.0,2,0.28704309604425327,0.1,True,2,native
251,0.0,17,0.285607880564032,0.1,True,2,native
252,0.0,14,0.28417984116121187,0.1,True,2,native
253,0.0,6,0.2827589419554058,0.1,True,2,native
254,0.0,12,0.28134514724562876,0.1,True,2,native
255,0.0,4,0.2799384215094006,0.1,True,2,native
256,0.0,24,0.27853872940185365,0.1,True,2,native
257,0.0,4,0.27714603575484437,0.1,True,2,native
258,0.0,16,0.2757603055760701,0.1,True,2,native
259,0.0,37,0.2743815040481898,0.1,True,2,native
260,0.0,6,0.2730095965279488,0.1,True,2,native
261,0.0,7,0.27164454854530906,0.1,True,2,native
262,0.0,6,0.2702863258025825,0.1,True,2,native
263,0.0,11,0.2689348941735696,0.1,True,2,native
264,0.0,8,0.26759021970270175,0.1,True,2,native
265,0.0,14,0.2662522686041882,0.1,True,2,native
266,0.0,9,0.2649210072611673,0.1,True,2,native
267,0.0,9,0.26359640222486147,0.1,True,2,native
268,0.0,14,0.26227842021373715,0.1,True,2,native
269,0.0,7,0.2609670281126685,0.1,True,2,native
270,0.0,4,0.25966219297210513,0.1,True,2,native
271,0.0,25,0.2583638820072446,0.1,True,2,native
272,0.0,30,0.2570720625972084,0.1,True,2,native
273,0.0,21,0.25578670228422234,0.1,True,2,native
274,0.0,16,0.25450776877280124,0.1,True,2,native
275,0.0,8,0.2532352299289372,0.1,True,2,native
276,0.0,5,0.2519690537792925,0.1,True,2,native
277,0.0,7,0.2507092085103961,0.1,True,2,native
278,0.0,15,0.2494556624678441,0.1,True,2,native
279,0.0,11,0.24820838415550486,0.1,True,2,native
280,0.0,10,0.24696734223472733,0.1,True,2,native
281,0.0,7,0.2457325055235537,0.1,True,2,native
282,0.0,6,0.24450384299593592,0.1,True,2,native
283,0.0,4,0.24328132378095624,0.1,True,2,native
284,0.0,10,0.24206491716205145,0.1,True,2,native
285,0.0,10,0.2408545925762412,0.1,True,2,native
286,0.0,8,0.23965031961336,0.1,True,2,native
287,0.0,6,0.2384520680152932,0.1,True,2,native
288,0.0,5,0.23725980767521673,0.1,True,2,native
289,0.0,10,0.23607350863684065,0.1,True,2,native
290,0.0,3,0.23489314109365644,0.1,True,2,native
291,0.0,33,0.23371867538818816,0.1,True,2,native
292,0.0,6,0.23255008201124722,0.1,True,2,native
