episode,reward,steps,epsilon,alpha,is_slippery,seed,backend
1,0.0,2,1.0,0.5,True,0,native
2,0.0,2,0.995,0.5,True,0,native
3,0.0,4,0.990025,0.5,True,0,native
4,0.0,5,0.985074875,0.5,True,0,native
5,0.0,2,0.9801495006250001,0.5,True,0,native
6,0.0,3,0.9752487531218751,0.5,True,0,native
7,0.0,4,0.9703725093562657,0.5,True,0,native
8,0.0,7,0.9655206468094844,0.5,True,0,native
9,0.0,2,0.960693043575437,0.5,True,0,native
10,0.0,2,0.9558895783575597,0.5,True,0,native
11,0.0,21,0.9511101304657719,0.5,True,0,native
12,0.0,4,0.946354579813443,0.5,True,0,native
13,0.0,13,0.9416228069143757,0.5,True,0,native
14,0.0,5,0.9369146928798039,0.5,True,0,native
15,0.0,7,0.9322301194154049,0.5,True,0,native
16,0.0,8,0.9275689688183278,0.5,True,0,native
17,0.0,12,0.9229311239742362,0.5,True,0,native
18,0.0,5,0.918316468354365,0.5,True,0,native
19,0.0,10,0.9137248860125932,0.5,True,0,native
20,0.0,5,0.9091562615825302,0.5,True,0,native
21,0.0,12,0.9046104802746175,0.5,True,0,native
22,0.0,4,0.9000874278732445,0.5,True,0,native
23,0.0,8,0.8955869907338783,0.5,True,0,native
24,0.0,6,0.8911090557802088,0.5,True,0,native
25,0.0,6,0.8866535105013078,0.5,True,0,native
26,0.0,2,0.8822202429488013,0.5,True,0,native
27,0.0,11,0.8778091417340573,0.5,True,0,native
28,0.0,6,0.8734200960253871,0.5,True,0,native
29,0.0,15,0.8690529955452602,0.5,True,0,native
30,0.0,4,0.8647077305675338,0.5,True,0,native
31,0.0,3,0.8603841919146962,0.5,True,0,native
32,0.0,5,0.8560822709551227,0.5,True,0,native
33,0.0,9,0.851801859600347,0.5,True,0,native
34,0.0,2,0.8475428503023453,0.5,True,0,native
35,0.0,5,0.8433051360508336,0.5,True,0,native
36,0.0,5,0.8390886103705794,0.5,True,0,native
37,0.0,5,0.8348931673187264,0.5,True,0,native
38,0.0,8,0.8307187014821328,0.5,True,0,native
39,0.0,2,0.8265651079747222,0.5,True,0,native
40,0.0,2,0.8224322824348486,0.5,True,0,native
41,0.0,3,0.8183201210226743,0.5,True,0,native
42,0.0,3,0.8142285204175609,0.5,True,0,native
43,0.0,2,0.810157377815473,0.5,True,0,native
44,0.0,2,0.8061065909263957,0.5,True,0,native
45,0.0,2,0.8020760579717637,0.5,True,0,native
46,0.0,3,0.798065677681905,0.5,True,0,native
47,0.0,3,0.7940753492934954,0.5,True,0,native
48,0.0,14,0.7901049725470279,0.5,True,0,native
49,0.0,2,0.7861544476842928,0.5,True,0,native
50,0.0,17,0.7822236754458713,0.5,True,0,native
51,0.0,12,0.778312557068642,0.5,True,0,native
52,0.0,7,0.7744209942832988,0.5,True,0,native
